Property_ID,City,City_Tier,Property_Type,Total_Rooms,Base_Price,Month,Month_Num,Occupancy_Rate,Rooms_Sold,Dynamic_Price,Revenue,RevPAR,Customer_Rating,Cancellation_Rate
OYO1002,Mumbai,1,OYO Townhouse,38,2174.0,July,7,61.9,24,1587.0,38081.0,1002.0,4.2,18.0
OYO1002,Mumbai,1,OYO Townhouse,38,2174.0,August,8,65.4,25,1803.0,45067.0,1186.0,4.7,7.0
OYO1002,Mumbai,1,OYO Townhouse,38,2174.0,September,9,66.9,25,1675.0,41867.0,1102.0,4.6,16.0
OYO1002,Mumbai,1,OYO Townhouse,38,2174.0,October,10,98.0,37,2285.0,84530.0,2224.0,3.1,21.0
OYO1002,Mumbai,1,OYO Townhouse,38,2174.0,November,11,98.0,37,2545.0,94165.0,2478.0,3.7,8.0
OYO1002,Mumbai,1,OYO Townhouse,38,2174.0,December,12,98.0,37,2653.0,98144.0,2583.0,3.9,7.0
OYO1003,Mumbai,1,OYO Rooms,79,2109.0,January,1,98.0,77,2265.0,174411.0,2208.0,3.8,18.0
OYO1003,Mumbai,1,OYO Rooms,79,2109.0,February,2,98.0,77,2637.0,203014.0,2570.0,3.8,20.0
OYO1003,Mumbai,1,OYO Rooms,79,2109.0,March,3,82.3,65,2223.0,144475.0,1829.0,3.2,15.0
OYO1003,Mumbai,1,OYO Rooms,79,2109.0,April,4,70.4,56,2040.0,114230.0,1446.0,3.1,12.0
OYO1003,Mumbai,1,OYO Rooms,79,2109.0,May,5,62.6,49,1799.0,88174.0,1116.0,4.5,7.0
OYO1003,Mumbai,1,OYO Rooms,79,2109.0,June,6,63.2,50,1530.0,76481.0,968.0,4.8,12.0
OYO1003,Mumbai,1,OYO Rooms,79,2109.0,July,7,59.2,47,1439.0,67618.0,856.0,3.2,22.0
OYO1003,Mumbai,1,OYO Rooms,79,2109.0,August,8,62.8,50,1686.0,84283.0,1067.0,4.2,17.0
OYO1003,Mumbai,1,OYO Rooms,79,2109.0,September,9,62.7,50,1966.0,98300.0,1244.0,3.4,8.0
OYO1003,Mumbai,1,OYO Rooms,79,2109.0,October,10,94.8,75,2128.0,159578.0,2020.0,4.4,9.0
OYO1003,Mumbai,1,OYO Rooms,79,2109.0,November,11,96.3,76,2828.0,214926.0,2721.0,3.6,8.0
OYO1003,Mumbai,1,OYO Rooms,79,2109.0,December,12,98.0,77,2374.0,182836.0,2314.0,4.5,8.0
OYO1004,Mumbai,1,Capital O,14,2037.0,January,1,90.3,13,2255.0,29316.0,2094.0,3.3,18.0
OYO1004,Mumbai,1,Capital O,14,2037.0,February,2,84.0,12,2025.0,24299.0,1736.0,4.4,10.0
OYO1004,Mumbai,1,Capital O,14,2037.0,March,3,85.7,12,2018.0,24218.0,1730.0,3.1,20.0
OYO1004,Mumbai,1,Capital O,14,2037.0,April,4,72.8,10,1881.0,18811.0,1344.0,3.9,21.0
OYO1004,Mumbai,1,Capital O,14,2037.0,May,5,64.0,9,1417.0,12750.0,911.0,3.9,24.0
OYO1004,Mumbai,1,Capital O,14,2037.0,June,6,50.4,7,1563.0,10938.0,781.0,4.6,15.0
OYO1004,Mumbai,1,Capital O,14,2037.0,July,7,60.4,8,1673.0,13388.0,956.0,3.1,15.0
OYO1004,Mumbai,1,Capital O,14,2037.0,August,8,61.8,9,1637.0,14733.0,1052.0,3.9,23.0
OYO1004,Mumbai,1,Capital O,14,2037.0,September,9,63.7,9,1593.0,14339.0,1024.0,4.1,6.0
OYO1004,Mumbai,1,Capital O,14,2037.0,October,10,89.0,12,2371.0,28455.0,2033.0,4.0,12.0
OYO1004,Mumbai,1,Capital O,14,2037.0,November,11,98.0,14,2524.0,35339.0,2524.0,3.8,17.0
OYO1004,Mumbai,1,Capital O,14,2037.0,December,12,98.0,14,2738.0,38337.0,2738.0,4.5,18.0
OYO1005,Mumbai,1,OYO Townhouse,39,2632.0,January,1,98.0,38,3270.0,124244.0,3186.0,3.4,14.0
OYO1005,Mumbai,1,OYO Townhouse,39,2632.0,February,2,88.1,34,2851.0,96934.0,2485.0,3.8,13.0
OYO1005,Mumbai,1,OYO Townhouse,39,2632.0,March,3,81.2,32,2782.0,89027.0,2283.0,4.2,12.0
OYO1005,Mumbai,1,OYO Townhouse,39,2632.0,April,4,65.3,25,2530.0,63243.0,1622.0,3.1,22.0
OYO1005,Mumbai,1,OYO Townhouse,39,2632.0,May,5,55.6,22,1824.0,40134.0,1029.0,4.3,21.0
OYO1005,Mumbai,1,OYO Townhouse,39,2632.0,June,6,60.6,24,1928.0,46279.0,1187.0,4.0,12.0
OYO1005,Mumbai,1,OYO Townhouse,39,2632.0,July,7,53.6,21,1873.0,39334.0,1009.0,4.2,20.0
OYO1005,Mumbai,1,OYO Townhouse,39,2632.0,August,8,71.1,28,2132.0,59708.0,1531.0,4.7,17.0
OYO1005,Mumbai,1,OYO Townhouse,39,2632.0,September,9,69.3,27,2337.0,63091.0,1618.0,3.4,18.0
OYO1005,Mumbai,1,OYO Townhouse,39,2632.0,October,10,88.0,34,2684.0,91256.0,2340.0,4.5,12.0
OYO1005,Mumbai,1,OYO Townhouse,39,2632.0,November,11,98.0,38,3296.0,125243.0,3211.0,4.5,22.0
OYO1005,Mumbai,1,OYO Townhouse,39,2632.0,December,12,98.0,38,3634.0,138098.0,3541.0,4.1,18.0
OYO1006,Mumbai,1,OYO Rooms,35,2895.0,January,1,88.3,31,3770.0,116858.0,3339.0,4.5,10.0
OYO1006,Mumbai,1,OYO Rooms,35,2895.0,February,2,87.1,30,3425.0,102765.0,2936.0,3.6,12.0
OYO1006,Mumbai,1,OYO Rooms,35,2895.0,March,3,79.4,28,3397.0,95111.0,2717.0,4.0,13.0
OYO1006,Mumbai,1,OYO Rooms,35,2895.0,April,4,65.1,23,2604.0,59896.0,1711.0,3.1,20.0
OYO1006,Mumbai,1,OYO Rooms,35,2895.0,May,5,58.1,20,2182.0,43640.0,1247.0,3.6,12.0
OYO1006,Mumbai,1,OYO Rooms,35,2895.0,June,6,63.9,22,2217.0,48783.0,1394.0,4.0,7.0
OYO1006,Mumbai,1,OYO Rooms,35,2895.0,July,7,52.3,18,1958.0,35244.0,1007.0,4.1,18.0
OYO1006,Mumbai,1,OYO Rooms,35,2895.0,August,8,59.2,21,2313.0,48582.0,1388.0,3.9,14.0
OYO1006,Mumbai,1,OYO Rooms,35,2895.0,September,9,67.7,24,2679.0,64299.0,1837.0,3.2,14.0
OYO1006,Mumbai,1,OYO Rooms,35,2895.0,October,10,89.2,31,3406.0,105593.0,3017.0,3.9,18.0
OYO1006,Mumbai,1,OYO Rooms,35,2895.0,November,11,92.9,33,3470.0,114506.0,3272.0,4.1,5.0
OYO1006,Mumbai,1,OYO Rooms,35,2895.0,December,12,98.0,34,3448.0,117231.0,3349.0,3.2,10.0
OYO1007,Mumbai,1,Palette,63,2276.0,January,1,94.3,59,2361.0,139282.0,2211.0,4.3,9.0
OYO1007,Mumbai,1,Palette,63,2276.0,February,2,91.1,57,2694.0,153539.0,2437.0,3.9,22.0
OYO1007,Mumbai,1,Palette,63,2276.0,March,3,95.4,60,2194.0,131633.0,2089.0,4.6,6.0
OYO1007,Mumbai,1,Palette,63,2276.0,April,4,62.6,39,2187.0,85280.0,1354.0,4.6,17.0
OYO1007,Mumbai,1,Palette,63,2276.0,May,5,65.2,41,1839.0,75402.0,1197.0,3.8,7.0
OYO1007,Mumbai,1,Palette,63,2276.0,June,6,49.9,31,1563.0,48460.0,769.0,4.4,17.0
OYO1007,Mumbai,1,Palette,63,2276.0,July,7,67.8,43,1852.0,79621.0,1264.0,3.2,22.0
OYO1007,Mumbai,1,Palette,63,2276.0,August,8,58.6,37,1788.0,66141.0,1050.0,3.9,13.0
OYO1007,Mumbai,1,Palette,63,2276.0,September,9,68.5,43,1905.0,81930.0,1300.0,3.6,8.0
OYO1007,Mumbai,1,Palette,63,2276.0,October,10,93.7,59,2325.0,137152.0,2177.0,3.9,23.0
OYO1007,Mumbai,1,Palette,63,2276.0,November,11,98.0,62,2955.0,183194.0,2908.0,4.5,21.0
OYO1007,Mumbai,1,Palette,63,2276.0,December,12,98.0,62,2665.0,165209.0,2622.0,3.4,17.0
OYO1008,Mumbai,1,Palette,45,3012.0,January,1,98.0,44,3685.0,162143.0,3603.0,3.3,20.0
OYO1008,Mumbai,1,Palette,45,3012.0,February,2,93.4,42,3607.0,151485.0,3366.0,4.4,14.0
OYO1008,Mumbai,1,Palette,45,3012.0,March,3,97.7,44,3293.0,144877.0,3219.0,4.1,17.0
OYO1008,Mumbai,1,Palette,45,3012.0,April,4,79.5,36,2706.0,97403.0,2165.0,3.3,6.0
OYO1008,Mumbai,1,Palette,45,3012.0,May,5,62.6,28,2204.0,61715.0,1371.0,3.5,6.0
OYO1008,Mumbai,1,Palette,45,3012.0,June,6,59.6,27,2061.0,55652.0,1237.0,3.8,6.0
OYO1008,Mumbai,1,Palette,45,3012.0,July,7,67.8,31,1993.0,61795.0,1373.0,4.6,22.0
OYO1008,Mumbai,1,Palette,45,3012.0,August,8,66.1,30,2319.0,69584.0,1546.0,3.8,16.0
OYO1008,Mumbai,1,Palette,45,3012.0,September,9,78.1,35,2878.0,100716.0,2238.0,3.8,21.0
OYO1008,Mumbai,1,Palette,45,3012.0,October,10,96.5,43,3248.0,139673.0,3104.0,3.9,8.0
OYO1008,Mumbai,1,Palette,45,3012.0,November,11,93.2,42,3346.0,140552.0,3123.0,4.6,12.0
OYO1008,Mumbai,1,Palette,45,3012.0,December,12,98.0,44,3863.0,169990.0,3778.0,3.3,10.0
OYO1009,Mumbai,1,OYO Rooms,30,2873.0,January,1,96.5,29,3337.0,96759.0,3225.0,3.9,8.0
OYO1009,Mumbai,1,OYO Rooms,30,2873.0,February,2,91.0,27,3068.0,82830.0,2761.0,3.7,12.0
OYO1009,Mumbai,1,OYO Rooms,30,2873.0,March,3,91.2,27,3310.0,89375.0,2979.0,4.2,6.0
OYO1009,Mumbai,1,OYO Rooms,30,2873.0,April,4,64.1,19,2612.0,49628.0,1654.0,3.5,19.0
OYO1009,Mumbai,1,OYO Rooms,30,2873.0,May,5,66.9,20,2428.0,48550.0,1618.0,4.6,12.0
OYO1009,Mumbai,1,OYO Rooms,30,2873.0,June,6,61.2,18,1881.0,33860.0,1129.0,3.6,24.0
OYO1009,Mumbai,1,OYO Rooms,30,2873.0,July,7,65.2,20,2064.0,41288.0,1376.0,4.1,24.0
OYO1009,Mumbai,1,OYO Rooms,30,2873.0,August,8,59.9,18,2142.0,38559.0,1285.0,4.4,21.0
OYO1009,Mumbai,1,OYO Rooms,30,2873.0,September,9,75.7,23,2704.0,62191.0,2073.0,4.3,19.0
OYO1009,Mumbai,1,OYO Rooms,30,2873.0,October,10,94.0,28,3355.0,93931.0,3131.0,3.8,12.0
OYO1009,Mumbai,1,OYO Rooms,30,2873.0,November,11,98.0,29,3258.0,94488.0,3150.0,3.4,24.0
OYO1009,Mumbai,1,OYO Rooms,30,2873.0,December,12,98.0,29,3436.0,99630.0,3321.0,3.2,7.0
OYO1010,Mumbai,1,OYO Flagship,45,2194.0,January,1,98.0,44,2335.0,102722.0,2283.0,4.4,22.0
OYO1010,Mumbai,1,OYO Flagship,45,2194.0,February,2,98.0,44,2195.0,96573.0,2146.0,3.6,20.0
OYO1010,Mumbai,1,OYO Flagship,45,2194.0,March,3,81.9,37,2290.0,84741.0,1883.0,3.3,22.0
OYO1010,Mumbai,1,OYO Flagship,45,2194.0,April,4,77.7,35,2056.0,71946.0,1599.0,3.3,14.0
OYO1010,Mumbai,1,OYO Flagship,45,2194.0,May,5,62.0,28,1759.0,49257.0,1095.0,3.4,14.0
OYO1010,Mumbai,1,OYO Flagship,45,2194.0,June,6,55.2,25,1670.0,41741.0,928.0,3.8,16.0
OYO1010,Mumbai,1,OYO Flagship,45,2194.0,July,7,57.4,26,1741.0,45267.0,1006.0,3.8,22.0
OYO1010,Mumbai,1,OYO Flagship,45,2194.0,August,8,61.1,27,1871.0,50506.0,1122.0,4.8,14.0
OYO1010,Mumbai,1,OYO Flagship,45,2194.0,September,9,67.9,31,1856.0,57550.0,1279.0,3.9,24.0
OYO1010,Mumbai,1,OYO Flagship,45,2194.0,October,10,98.0,44,2655.0,116842.0,2596.0,3.2,10.0
OYO1010,Mumbai,1,OYO Flagship,45,2194.0,November,11,98.0,44,2945.0,129574.0,2879.0,4.0,7.0
OYO1010,Mumbai,1,OYO Flagship,45,2194.0,December,12,98.0,44,3052.0,134281.0,2984.0,3.5,20.0
OYO1011,Mumbai,1,OYO Flagship,23,2116.0,January,1,93.2,21,2741.0,57557.0,2502.0,3.3,14.0
OYO1011,Mumbai,1,OYO Flagship,23,2116.0,February,2,98.0,23,2224.0,51153.0,2224.0,3.8,12.0
OYO1011,Mumbai,1,OYO Flagship,23,2116.0,March,3,79.8,18,2029.0,36526.0,1588.0,3.9,10.0
OYO1011,Mumbai,1,OYO Flagship,23,2116.0,April,4,82.1,19,1787.0,33959.0,1476.0,3.1,24.0
OYO1011,Mumbai,1,OYO Flagship,23,2116.0,May,5,70.5,16,1686.0,26979.0,1173.0,4.4,8.0
OYO1011,Mumbai,1,OYO Flagship,23,2116.0,June,6,55.2,13,1640.0,21324.0,927.0,4.3,8.0
OYO1011,Mumbai,1,OYO Flagship,23,2116.0,July,7,65.3,15,1542.0,23130.0,1006.0,3.0,7.0
OYO1011,Mumbai,1,OYO Flagship,23,2116.0,August,8,58.9,14,1760.0,24634.0,1071.0,4.0,20.0
OYO1011,Mumbai,1,OYO Flagship,23,2116.0,September,9,72.8,17,1669.0,28368.0,1233.0,3.5,11.0
OYO1011,Mumbai,1,OYO Flagship,23,2116.0,October,10,84.5,19,2339.0,44444.0,1932.0,4.4,14.0
OYO1011,Mumbai,1,OYO Flagship,23,2116.0,November,11,94.2,22,2860.0,62917.0,2736.0,4.1,5.0
OYO1011,Mumbai,1,OYO Flagship,23,2116.0,December,12,98.0,23,2540.0,58431.0,2540.0,3.3,14.0
OYO1012,Mumbai,1,OYO Rooms,55,3059.0,January,1,98.0,54,3378.0,182392.0,3316.0,3.7,18.0
OYO1012,Mumbai,1,OYO Rooms,55,3059.0,February,2,85.2,47,3848.0,180871.0,3289.0,3.1,16.0
OYO1012,Mumbai,1,OYO Rooms,55,3059.0,March,3,89.4,49,3684.0,180534.0,3282.0,4.0,13.0
OYO1012,Mumbai,1,OYO Rooms,55,3059.0,April,4,71.7,39,2753.0,107380.0,1952.0,4.8,10.0
OYO1012,Mumbai,1,OYO Rooms,55,3059.0,May,5,54.1,30,2517.0,75513.0,1373.0,3.6,20.0
OYO1012,Mumbai,1,OYO Rooms,55,3059.0,June,6,62.1,34,2340.0,79566.0,1447.0,4.3,12.0
OYO1012,Mumbai,1,OYO Rooms,55,3059.0,July,7,52.1,29,2283.0,66203.0,1204.0,4.5,9.0
OYO1012,Mumbai,1,OYO Rooms,55,3059.0,August,8,69.3,38,2331.0,88590.0,1611.0,4.3,18.0
OYO1012,Mumbai,1,OYO Rooms,55,3059.0,September,9,78.5,43,2381.0,102390.0,1862.0,4.4,14.0
OYO1012,Mumbai,1,OYO Rooms,55,3059.0,October,10,89.4,49,3065.0,150198.0,2731.0,3.4,6.0
OYO1012,Mumbai,1,OYO Rooms,55,3059.0,November,11,98.0,54,3777.0,203941.0,3708.0,4.8,16.0
OYO1012,Mumbai,1,OYO Rooms,55,3059.0,December,12,98.0,54,4161.0,224720.0,4086.0,3.3,12.0
OYO1013,Mumbai,1,Palette,43,3009.0,January,1,98.0,42,3863.0,162259.0,3773.0,3.6,7.0
OYO1013,Mumbai,1,Palette,43,3009.0,February,2,90.9,39,3715.0,144883.0,3369.0,4.3,23.0
OYO1013,Mumbai,1,Palette,43,3009.0,March,3,87.0,37,3613.0,133667.0,3109.0,3.9,15.0
OYO1013,Mumbai,1,Palette,43,3009.0,April,4,80.7,35,2634.0,92187.0,2144.0,4.4,20.0
OYO1013,Mumbai,1,Palette,43,3009.0,May,5,55.3,24,2371.0,56903.0,1323.0,4.5,16.0
OYO1013,Mumbai,1,Palette,43,3009.0,June,6,55.9,24,1938.0,46508.0,1082.0,4.2,11.0
OYO1013,Mumbai,1,Palette,43,3009.0,July,7,63.3,27,2181.0,58877.0,1369.0,4.2,12.0
OYO1013,Mumbai,1,Palette,43,3009.0,August,8,54.6,23,2522.0,58005.0,1349.0,3.6,25.0
OYO1013,Mumbai,1,Palette,43,3009.0,September,9,67.7,29,2929.0,84927.0,1975.0,4.7,7.0
OYO1013,Mumbai,1,Palette,43,3009.0,October,10,96.3,41,3280.0,134461.0,3127.0,4.4,19.0
OYO1013,Mumbai,1,Palette,43,3009.0,November,11,98.0,42,3379.0,141901.0,3300.0,4.1,21.0
OYO1013,Mumbai,1,Palette,43,3009.0,December,12,96.9,42,3448.0,144831.0,3368.0,4.4,12.0
OYO1014,Mumbai,1,Capital O,78,2156.0,January,1,95.4,74,2583.0,191147.0,2451.0,4.1,19.0
OYO1014,Mumbai,1,Capital O,78,2156.0,February,2,98.0,76,2355.0,178981.0,2295.0,4.4,16.0
OYO1014,Mumbai,1,Capital O,78,2156.0,March,3,89.8,70,2263.0,158388.0,2031.0,4.2,10.0
OYO1014,Mumbai,1,Capital O,78,2156.0,April,4,64.5,50,1986.0,99319.0,1273.0,3.9,13.0
OYO1014,Mumbai,1,Capital O,78,2156.0,May,5,65.0,51,1561.0,79617.0,1021.0,3.5,14.0
OYO1014,Mumbai,1,Capital O,78,2156.0,June,6,69.4,54,1466.0,79166.0,1015.0,4.6,15.0
OYO1014,Mumbai,1,Capital O,78,2156.0,July,7,53.7,42,1728.0,72578.0,930.0,3.8,23.0
OYO1014,Mumbai,1,Capital O,78,2156.0,August,8,62.7,49,1491.0,73049.0,937.0,4.2,22.0
OYO1014,Mumbai,1,Capital O,78,2156.0,September,9,68.6,54,1809.0,97660.0,1252.0,3.1,16.0
OYO1014,Mumbai,1,Capital O,78,2156.0,October,10,98.0,76,2639.0,200580.0,2572.0,4.3,24.0
OYO1014,Mumbai,1,Capital O,78,2156.0,November,11,98.0,76,2842.0,215980.0,2769.0,3.9,7.0
OYO1014,Mumbai,1,Capital O,78,2156.0,December,12,98.0,76,2519.0,191449.0,2454.0,4.4,6.0
OYO1015,Mumbai,1,Capital O,20,2690.0,January,1,98.0,20,3069.0,61389.0,3069.0,4.4,16.0
OYO1015,Mumbai,1,Capital O,20,2690.0,February,2,95.7,19,2727.0,51811.0,2591.0,3.6,25.0
OYO1015,Mumbai,1,Capital O,20,2690.0,March,3,93.6,19,2913.0,55352.0,2768.0,4.4,21.0
OYO1015,Mumbai,1,Capital O,20,2690.0,April,4,63.7,13,2614.0,33978.0,1699.0,4.2,14.0
OYO1015,Mumbai,1,Capital O,20,2690.0,May,5,67.4,13,1990.0,25864.0,1293.0,4.6,21.0
OYO1015,Mumbai,1,Capital O,20,2690.0,June,6,62.3,12,1780.0,21364.0,1068.0,4.7,14.0
OYO1015,Mumbai,1,Capital O,20,2690.0,July,7,69.4,14,1770.0,24779.0,1239.0,3.2,8.0
OYO1015,Mumbai,1,Capital O,20,2690.0,August,8,57.0,11,1978.0,21763.0,1088.0,4.3,12.0
OYO1015,Mumbai,1,Capital O,20,2690.0,September,9,81.1,16,2569.0,41111.0,2056.0,4.5,10.0
OYO1015,Mumbai,1,Capital O,20,2690.0,October,10,96.2,19,3071.0,58341.0,2917.0,3.2,11.0
OYO1015,Mumbai,1,Capital O,20,2690.0,November,11,98.0,20,3311.0,66216.0,3311.0,3.3,24.0
OYO1015,Mumbai,1,Capital O,20,2690.0,December,12,98.0,20,3580.0,71600.0,3580.0,4.3,17.0
OYO1016,Mumbai,1,Palette,56,2722.0,January,1,98.0,55,3258.0,179209.0,3200.0,4.5,6.0
OYO1016,Mumbai,1,Palette,56,2722.0,February,2,84.4,47,3175.0,149222.0,2665.0,4.0,18.0
OYO1016,Mumbai,1,Palette,56,2722.0,March,3,94.6,53,2870.0,152107.0,2716.0,4.2,15.0
OYO1016,Mumbai,1,Palette,56,2722.0,April,4,74.8,42,2250.0,94495.0,1687.0,4.7,15.0
OYO1016,Mumbai,1,Palette,56,2722.0,May,5,69.8,39,2187.0,85291.0,1523.0,3.5,6.0
OYO1016,Mumbai,1,Palette,56,2722.0,June,6,50.7,28,1924.0,53879.0,962.0,3.9,9.0
OYO1016,Mumbai,1,Palette,56,2722.0,July,7,63.3,35,1917.0,67095.0,1198.0,4.3,20.0
OYO1016,Mumbai,1,Palette,56,2722.0,August,8,71.0,40,2335.0,93406.0,1668.0,3.2,12.0
OYO1016,Mumbai,1,Palette,56,2722.0,September,9,73.5,41,2267.0,92943.0,1660.0,3.8,10.0
OYO1016,Mumbai,1,Palette,56,2722.0,October,10,88.5,50,2767.0,138362.0,2471.0,3.5,13.0
OYO1016,Mumbai,1,Palette,56,2722.0,November,11,98.0,55,3142.0,172837.0,3086.0,4.6,8.0
OYO1016,Mumbai,1,Palette,56,2722.0,December,12,98.0,55,3554.0,195450.0,3490.0,3.6,20.0
OYO1017,Mumbai,1,OYO Rooms,15,2827.0,January,1,97.7,15,3344.0,50164.0,3344.0,3.9,11.0
OYO1017,Mumbai,1,OYO Rooms,15,2827.0,February,2,84.0,13,3534.0,45937.0,3062.0,3.9,24.0
OYO1017,Mumbai,1,OYO Rooms,15,2827.0,March,3,83.6,13,2933.0,38134.0,2542.0,3.1,15.0
OYO1017,Mumbai,1,OYO Rooms,15,2827.0,April,4,79.9,12,2556.0,30668.0,2045.0,3.8,16.0
OYO1017,Mumbai,1,OYO Rooms,15,2827.0,May,5,70.7,11,2137.0,23503.0,1567.0,4.6,20.0
OYO1017,Mumbai,1,OYO Rooms,15,2827.0,June,6,64.8,10,1962.0,19620.0,1308.0,3.7,16.0
OYO1017,Mumbai,1,OYO Rooms,15,2827.0,July,7,55.1,8,2113.0,16907.0,1127.0,3.1,15.0
OYO1017,Mumbai,1,OYO Rooms,15,2827.0,August,8,69.0,10,2056.0,20565.0,1371.0,4.8,19.0
OYO1017,Mumbai,1,OYO Rooms,15,2827.0,September,9,64.6,10,2748.0,27484.0,1832.0,3.7,21.0
OYO1017,Mumbai,1,OYO Rooms,15,2827.0,October,10,90.3,14,3529.0,49402.0,3293.0,4.4,9.0
OYO1017,Mumbai,1,OYO Rooms,15,2827.0,November,11,98.0,15,3477.0,52159.0,3477.0,3.1,8.0
OYO1017,Mumbai,1,OYO Rooms,15,2827.0,December,12,98.0,15,3599.0,53983.0,3599.0,3.8,17.0
OYO1018,Mumbai,1,OYO Flagship,20,3069.0,January,1,98.0,20,3466.0,69316.0,3466.0,4.1,8.0
OYO1018,Mumbai,1,OYO Flagship,20,3069.0,February,2,98.0,20,3662.0,73246.0,3662.0,3.5,12.0
OYO1018,Mumbai,1,OYO Flagship,20,3069.0,March,3,95.8,19,3329.0,63252.0,3163.0,4.3,11.0
OYO1018,Mumbai,1,OYO Flagship,20,3069.0,April,4,78.6,16,2588.0,41408.0,2070.0,4.2,25.0
OYO1018,Mumbai,1,OYO Flagship,20,3069.0,May,5,65.4,13,2530.0,32891.0,1645.0,4.3,19.0
OYO1018,Mumbai,1,OYO Flagship,20,3069.0,June,6,50.0,10,2188.0,21884.0,1094.0,4.7,21.0
OYO1018,Mumbai,1,OYO Flagship,20,3069.0,July,7,66.7,13,2308.0,30002.0,1500.0,4.3,17.0
OYO1018,Mumbai,1,OYO Flagship,20,3069.0,August,8,57.2,11,2434.0,26769.0,1338.0,4.1,22.0
OYO1018,Mumbai,1,OYO Flagship,20,3069.0,September,9,65.2,13,2792.0,36292.0,1815.0,3.1,24.0
OYO1018,Mumbai,1,OYO Flagship,20,3069.0,October,10,85.7,17,3054.0,51923.0,2596.0,3.6,8.0
OYO1018,Mumbai,1,OYO Flagship,20,3069.0,November,11,98.0,20,3692.0,73847.0,3692.0,4.4,23.0
OYO1018,Mumbai,1,OYO Flagship,20,3069.0,December,12,98.0,20,4158.0,83167.0,4158.0,3.1,8.0
OYO1019,Mumbai,1,OYO Rooms,58,2347.0,January,1,91.9,53,2648.0,140369.0,2420.0,4.2,16.0
OYO1019,Mumbai,1,OYO Rooms,58,2347.0,February,2,89.8,52,2435.0,126636.0,2183.0,4.6,12.0
OYO1019,Mumbai,1,OYO Rooms,58,2347.0,March,3,86.3,50,2694.0,134676.0,2322.0,4.3,18.0
OYO1019,Mumbai,1,OYO Rooms,58,2347.0,April,4,76.1,44,2100.0,92388.0,1593.0,3.3,10.0
OYO1019,Mumbai,1,OYO Rooms,58,2347.0,May,5,64.9,38,1683.0,63961.0,1103.0,4.8,11.0
OYO1019,Mumbai,1,OYO Rooms,58,2347.0,June,6,55.3,32,1564.0,50040.0,863.0,4.3,11.0
OYO1019,Mumbai,1,OYO Rooms,58,2347.0,July,7,58.2,34,1915.0,65120.0,1123.0,4.4,10.0
OYO1019,Mumbai,1,OYO Rooms,58,2347.0,August,8,56.2,33,1882.0,62105.0,1071.0,3.7,25.0
OYO1019,Mumbai,1,OYO Rooms,58,2347.0,September,9,78.6,46,2272.0,104491.0,1802.0,4.4,11.0
OYO1019,Mumbai,1,OYO Rooms,58,2347.0,October,10,89.3,52,2784.0,144792.0,2496.0,3.6,14.0
OYO1019,Mumbai,1,OYO Rooms,58,2347.0,November,11,97.1,56,2872.0,160836.0,2773.0,3.4,16.0
